CHV;Código Fazenda;CD_UPNIVEL3;DT_ANALISE;NIVEL INFESTAÇÃO;;Nivel de Infestação;
205880026;20588;26;11/01/2022;M;;;
205910004;20591;4;23/03/2020;A;;;
205910005;20591;5;23/03/2020;A;;;
205910006;20591;6;25/06/2020;M;;;
205910007;20591;7;25/06/2020;A;;;
205910008;20591;8;25/06/2020;A;;;
205910009;20591;9;23/03/2020;A;;;
205920007;20592;7;25/06/2020;M;;;
205920016;20592;16;21/12/2023;A;;;
205920017;20592;17;21/12/2023;A;;;
205920023;20592;23;21/12/2023;A;;;
205920032;20592;32;21/12/2023;B;;;
205960001;20596;1;11/01/2022;B;;;
205960002;20596;2;11/01/2022;A;;;
205960003;20596;3;11/01/2022;A;;;
206000004;20600;4;11/01/2022;M;;;
206000013;20600;13;11/01/2022;B;;;
206000020;20600;20;11/01/2022;A;;;
206010001;20601;1;11/01/2022;M;;;
206010002;20601;2;11/01/2022;M;;;
206030001;20603;1;28/04/2020;B;;;
206040003;20604;3;02/03/2022;A;;;
206200003;20620;3;21/12/2023;A;;;
